ENSMUSG00000102213,Gm37489,2,159
ENSMUSG00000103629,Gm5694,2,641
ENSMUSG00000120372,Gm57122,1,602
ENSMUSG00000051285,Pcmtd1,18,6654
ENSMUSG00000098201,Gm26983,2,388
ENSMUSG00000103509,Gm38372,2,4028
ENSMUSG00000048538,Gm9826,8,1299
ENSMUSG00000103709,Nras-ps2,2,178
ENSMUSG00000077244,Gm23274,3,130
ENSMUSG00000102768,Gm19002,2,1012
ENSMUSG00000097797,Gm26901,7,4339
ENSMUSG00000103498,Gm18984,2,1124
ENSMUSG00000103067,Gm30414,2,2596
ENSMUSG00000102320,Gm37791,2,286
ENSMUSG00000104226,Gm7470,2,2095
ENSMUSG00000103903,Rps2-ps2,2,881
ENSMUSG00000103557,Gm38216,2,1214
ENSMUSG00000025909,Sntg1,17,10908
ENSMUSG00000102647,Gm38024,2,2532
ENSMUSG00000086235,Gm16284,2,400
ENSMUSG00000102253,Gm38259,2,3534
ENSMUSG00002074990,Gm54704,1,110
ENSMUSG00000103884,Gm37005,2,1164
ENSMUSG00000084353,Gm15452,2,240
ENSMUSG00000103933,Gm36964,2,198
ENSMUSG00002075967,Gm54706,1,110
ENSMUSG00000086195,Gm6152,2,340
ENSMUSG00000104504,Gm7445,2,340
ENSMUSG00000066693,Gm7493,3,626
ENSMUSG00000102316,Gm37629,2,1050
ENSMUSG00000103819,Gm38008,2,518
ENSMUSG00000102871,Gm37143,2,3259
ENSMUSG00000101571,Gm6187,3,960
ENSMUSG00000104428,Gm18299,2,636
ENSMUSG00000102272,Gm7512,2,1170
ENSMUSG00000065625,Gm24765,3,103
ENSMUSG00000103411,Gm18300,2,1406
ENSMUSG00000061024,Rrs1,9,2048
ENSMUSG00000025911,Adhfe1,15,3780
ENSMUSG00000079671,2610203C22Rik,10,5268
ENSMUSG00000081441,Gm6161,4,1102
ENSMUSG00000067879,Vxn,4,3256
ENSMUSG00000099827,Gm29520,2,1067
ENSMUSG00000025912,Mybl1,17,5402
ENSMUSG00000045210,Vcpip1,9,9749
ENSMUSG00000097893,1700034P13Rik,10,3202
ENSMUSG00000025915,Sgk3,15,14311
ENSMUSG00000046334,Gm6195,5,357
ENSMUSG00002075801,Gm54812,1,105
ENSMUSG00000098234,Snhg6,9,4219
ENSMUSG00000046101,Mcmdc2,17,5916
ENSMUSG00000093178,Snord87,3,87
ENSMUSG00000099032,Tcf24,3,4193
ENSMUSG00000104025,E330040D14Rik,2,1374
ENSMUSG00000025916,Ppp1r42,11,1523
ENSMUSG00000087199,Gm15818,2,656
ENSMUSG00000121270,Gm57177,1,2075
ENSMUSG00000119658,Gm24674,1,104
ENSMUSG00000025917,Cops5,10,3766
ENSMUSG00000056763,Cspp1,17,17553
ENSMUSG00000102356,1700047N06Rik,2,920
ENSMUSG00000067851,Arfgef1,12,11318
ENSMUSG00002076532,Gm54899,1,240
ENSMUSG00000102556,Gm37569,2,1722
ENSMUSG00000042501,Cpa6,13,6840
ENSMUSG00000103810,Gm38005,2,2745
ENSMUSG00000083422,Gm15604,2,1456
ENSMUSG00000119312,Gm25253,1,107
ENSMUSG00000081417,Gm15603,2,492
ENSMUSG00000103448,Gm37133,2,1922
ENSMUSG00000100212,Gm5522,2,1242
ENSMUSG00000100648,Gm28659,2,759
ENSMUSG00002076499,Gm54912,1,91
ENSMUSG00000048960,Prex2,14,16609
ENSMUSG00000077318,Gm24173,3,128
ENSMUSG00000101827,Gm28686,2,609
ENSMUSG00000103494,Gm37410,2,3039
ENSMUSG00000057715,A830018L16Rik,14,9183
ENSMUSG00000103825,Gm38178,2,2471
ENSMUSG00000099845,Gm29273,2,262
ENSMUSG00000103561,Gm38069,2,2144
ENSMUSG00000101610,Gm7560,2,873
ENSMUSG00000118923,Gm22633,1,107
ENSMUSG00000098555,Mir6341,3,121
ENSMUSG00000097628,Gm2383,2,807
ENSMUSG00000098163,Gm6216,2,687
ENSMUSG00000097171,Gm17644,2,3200
ENSMUSG00000101314,Gm29663,2,853
ENSMUSG00000016918,Sulf1,16,11294
ENSMUSG00000025938,Slco5a1,17,13137
ENSMUSG00000104518,Gm37162,2,551
ENSMUSG00000069620,Gm5250,7,321
ENSMUSG00000099498,Gm29283,2,288
ENSMUSG00000042414,Prdm14,8,2564
ENSMUSG00000005886,Ncoa2,15,15642
ENSMUSG00000103506,Gm38376,2,2253
ENSMUSG00000103495,Gm37409,2,1626
ENSMUSG00002076346,Gm55160,1,82
ENSMUSG00000102639,Gm38223,2,695
ENSMUSG00000104170,Gm37702,2,1872
ENSMUSG00000087782,Gm23169,3,112
ENSMUSG00000103085,Gm38120,2,4642
ENSMUSG00000102664,Gm38380,2,2248
ENSMUSG00000101476,Gm29570,2,681
ENSMUSG00000101171,Gm7593,2,644
ENSMUSG00000025935,Tram1,11,3162
ENSMUSG00000120948,Gm57152,1,423
ENSMUSG00000025937,Lactb2,7,4566
ENSMUSG00000102982,Gm38319,2,1266
ENSMUSG00000067813,Xkr9,4,1926
ENSMUSG00000077368,Gm26273,3,131
ENSMUSG00000097711,Gm5523,2,997
ENSMUSG00000102166,Gm36947,2,2249
ENSMUSG00002075174,Gm55173,1,308
ENSMUSG00000104209,Gm37400,2,3605
ENSMUSG00000025932,Eya1,15,7808
ENSMUSG00002075819,Gm55247,1,100
ENSMUSG00000102588,Gm37444,2,439
ENSMUSG00000054493,Gm9947,3,3566
ENSMUSG00000025930,Msc,7,2546
ENSMUSG00000103492,Gm37412,2,4321
ENSMUSG00000081201,Smt3h2-ps4,2,288
ENSMUSG00000082193,Rpl5-ps1,2,894
ENSMUSG00000032769,Trpa1,6,4263
ENSMUSG00000088159,Gm26345,3,120
ENSMUSG00000073737,Gm10566,4,996
ENSMUSG00000092083,Kcnb2,5,15165
ENSMUSG00000102937,Gm38116,2,1533
ENSMUSG00000104149,Gm37138,2,2089
ENSMUSG00000088829,Gm25227,3,112
ENSMUSG00000077377,Gm25168,3,132
ENSMUSG00000101652,Gm6060,2,251
ENSMUSG00000100814,Gm28669,2,100
ENSMUSG00000025925,Terf1,15,4608
ENSMUSG00000104379,Gm37509,2,3169
ENSMUSG00000032719,Sbspon,5,2748
ENSMUSG00002076565,Gm55274,1,303
ENSMUSG00000100652,Gm7634,2,553
ENSMUSG00000067795,4930444P10Rik,14,2063
ENSMUSG00000043716,Rpl7,14,2687
ENSMUSG00000025921,Rdh10,8,4160
ENSMUSG00000104165,Gm38249,2,2321
ENSMUSG00000100868,Gm28095,2,1515
ENSMUSG00000025920,Stau2,20,6747
ENSMUSG00000089982,Gm7568,8,1003
ENSMUSG00000025939,Ube2w,20,4930
ENSMUSG00000102457,Gm38342,2,2980
ENSMUSG00000079658,Eloc,10,3026
ENSMUSG00000097744,D030040B21Rik,2,2788
ENSMUSG00000100959,Idi1-ps5,2,683
ENSMUSG00000025940,Tmem70,7,1820
ENSMUSG00000025779,Ly96,11,1021
ENSMUSG00000100093,Gm29649,2,419
ENSMUSG00000091020,Gm5828,4,1860
ENSMUSG00000101640,Gm28376,2,176
ENSMUSG00000104133,4921511E07Rik,2,827
ENSMUSG00000042686,Jph1,6,4998
ENSMUSG00000100110,Gm28783,2,359
ENSMUSG00000025777,Gdap1,9,7731
ENSMUSG00000099899,Gm28784,2,1011
ENSMUSG00000100272,Gm28785,2,379
ENSMUSG00000100398,Gm5251,2,472
ENSMUSG00000101589,Rbm6-ps1,2,2870
ENSMUSG00000102048,Gm6075,2,486
ENSMUSG00000089534,Gm25166,3,111
ENSMUSG00000067780,Pi15,4,6923
ENSMUSG00000100053,Gm28154,2,4218
ENSMUSG00000085125,Gm16070,8,8345
ENSMUSG00000025776,Crispld1,14,4515
ENSMUSG00000099895,Gm28153,2,629
ENSMUSG00000100554,Gm7690,2,1399
ENSMUSG00000099473,Gm18775,2,586
ENSMUSG00000099591,Gm17969,2,2557
ENSMUSG00000109887,Gm28756,2,2570
ENSMUSG00000102001,Gm28755,2,199
ENSMUSG00000101717,Gm45784,3,142
ENSMUSG00000025774,Crisp4,15,2737
ENSMUSG00000070977,Defb44-ps,5,219
ENSMUSG00000073735,Defb18,2,258
ENSMUSG00000067773,Defb41,7,610
ENSMUSG00000101685,Gm17837,2,985
ENSMUSG00000101306,Gm5252,2,909
ENSMUSG00000088800,Gm24075,4,72
ENSMUSG00000101644,Gm28343,2,112
ENSMUSG00000099433,Gm28344,2,279
ENSMUSG00000089787,Gm15825,3,918
ENSMUSG00000042596,Tfap2d,8,1954
ENSMUSG00000100720,Gm10075,2,545
ENSMUSG00000025927,Tfap2b,14,6338
ENSMUSG00000100538,Gm28340,2,202
ENSMUSG00000101117,Gm28341,2,472
ENSMUSG00000100204,Gm4849,2,2246
ENSMUSG00002076883,Gm55451,1,65
ENSMUSG00000102597,Gm38382,2,2499
ENSMUSG00000043760,Pkhd1,17,14310
ENSMUSG00000104095,Gm37315,2,3479
ENSMUSG00000089914,4930486I03Rik,3,788
ENSMUSG00000090142,Gm15795,3,553
ENSMUSG00000070175,Gm24162,3,102
ENSMUSG00000099906,Lincmd1,3,5551
ENSMUSG00000065559,Mir206,3,73
ENSMUSG00000065480,Mir133b,3,119
ENSMUSG00000025929,Il17a,5,1171
ENSMUSG00000041872,Il17f,10,2022
ENSMUSG00000041859,Mcm3,11,3752
ENSMUSG00000099714,Gm20587,2,1186
ENSMUSG00000102121,Gm28065,2,833
ENSMUSG00000088858,Gm24723,3,132
ENSMUSG00000097934,6720483E21Rik,2,1120
ENSMUSG00000025931,Paqr8,16,5488
ENSMUSG00000077314,Gm24171,3,131
ENSMUSG00000100929,Gm28064,2,858
ENSMUSG00000041809,Efhc1,6,2208
ENSMUSG00000041779,Tram2,6,6661
ENSMUSG00000099971,Gm28287,2,546
ENSMUSG00000100819,Gm2693,2,571
ENSMUSG00000025933,Tmem14a,16,1351
ENSMUSG00000102633,Gm38224,2,2100
ENSMUSG00000025934,Gsta3,16,4344
ENSMUSG00000099343,Gm28836,2,633
ENSMUSG00000096375,Gm7094,3,366
ENSMUSG00000121505,Gm4956_ENSMUSG00000121505,1,3214
ENSMUSG00000025936,Gm4956_ENSMUSG00000025936,18,672
ENSMUSG00000093963,Gm21909,2,439
ENSMUSG00000067750,Khdc1a,4,1987
ENSMUSG00000086194,Gm16329,2,371
ENSMUSG00000094436,Gm16327,2,228
ENSMUSG00000041722,Khdc1c,8,1946
ENSMUSG00000085507,Gm2709,2,350
ENSMUSG00000094926,Gm16533,2,228
ENSMUSG00000085079,Khdc1b,4,2236
ENSMUSG00000085679,Gm16328,3,196
ENSMUSG00000028033,Kcnq5,17,7689
ENSMUSG00000104138,Gm36949,2,2327
ENSMUSG00000082935,Gm7658,4,1124
ENSMUSG00000103748,Gm38243,2,1567
ENSMUSG00000099692,Gm5696,2,552
ENSMUSG00000100418,Gm28239,2,447
ENSMUSG00000041670,Rims1,20,8103
ENSMUSG00000097642,Gm26866,2,802
ENSMUSG00000101468,Gm7761,2,921
ENSMUSG00000101227,Gm29506,2,2078
ENSMUSG00000073730,Ppp1r14bl,3,1781
ENSMUSG00000089553,Gm24176,3,121
ENSMUSG00000102766,Gm6420,2,723
ENSMUSG00000065405,Mir30a,5,71
ENSMUSG00000097970,Gm27028,2,399
ENSMUSG00000065567,Mir30c-2,3,84
ENSMUSG00000100775,Gm29107,2,347
ENSMUSG00000101226,Gm20954,2,644
ENSMUSG00000026158,Ogfrl1,12,8109
ENSMUSG00000097920,Gm7784,2,989
ENSMUSG00000099503,Gm28822,2,778
ENSMUSG00000026156,B3gat2,9,6203
ENSMUSG00000026155,Smap1,14,3575
ENSMUSG00000026154,Sdhaf4,5,874
ENSMUSG00000102495,Gm26524,2,390
ENSMUSG00000026153,Fam135a,16,7773
ENSMUSG00000102398,Gm37580,2,2800
ENSMUSG00000097670,Gm26607,2,867
ENSMUSG00000026147,Col9a1,17,5068
ENSMUSG00000026141,Col19a1,14,6887
ENSMUSG00000077463,Gm26418,3,137
ENSMUSG00000099997,Tubb4b-ps2,2,1337
ENSMUSG00000100131,Gm28439,2,876
ENSMUSG00000067736,Gm10222,3,294
ENSMUSG00000101939,Gm28438,2,345
ENSMUSG00000101111,Gm28437,2,783
ENSMUSG00000100862,Gm10925,2,678
ENSMUSG00000102070,Gm28661,2,681
ENSMUSG00000101249,Gm29216,2,492
ENSMUSG00000073725,Lmbrd1,9,5960
ENSMUSG00000100808,Gm28594,2,661
ENSMUSG00000100483,Gm28237,2,1216
ENSMUSG00000100450,Gm9443,2,816
ENSMUSG00000099392,Gm29414,2,448
ENSMUSG00000033569,Adgrb3,18,18559
ENSMUSG00000080849,Gm15702,2,444
ENSMUSG00000104257,Gm20172,2,1551
ENSMUSG00000119153,Gm22260,1,107
ENSMUSG00000102296,Gm37543,2,1031
ENSMUSG00000103209,Gm37331,2,3375
ENSMUSG00000104027,Gm37211,2,3433
ENSMUSG00000102407,Gm37862,2,2533
ENSMUSG00000103214,Gm38286,2,3105
ENSMUSG00000104100,Gm37880,2,3257
ENSMUSG00000084740,Gm25294,3,104
ENSMUSG00000103889,Gm37011,2,2935
ENSMUSG00000101301,Gm29214,2,570
ENSMUSG00000104221,Gm37051,2,2943
ENSMUSG00000102250,Gm38260,2,3995
ENSMUSG00000102317,Gm37628,2,5440
ENSMUSG00000103563,8030445P17Rik,2,2741
ENSMUSG00000102465,Gm38198,2,3581
ENSMUSG00000102659,Gm37077,2,3691
ENSMUSG00000103924,Gm37895,2,4550
ENSMUSG00000104132,Gm36952,2,3625
ENSMUSG00000102747,Gm37602,2,3310
ENSMUSG00000102386,2900022M07Rik,2,1017
ENSMUSG00000103004,2900002M20Rik,2,330
ENSMUSG00000104516,Gm9884,2,1222
ENSMUSG00000101618,Gm18443,2,556
ENSMUSG00000099458,Gm19123,2,651
ENSMUSG00000088111,Gm24064,3,106
ENSMUSG00000073722,4931408C20Rik,4,4318
ENSMUSG00000119695,n-R5s209,1,119
ENSMUSG00000100310,Gm19641,2,417
ENSMUSG00000101514,Gm5524,3,2496
ENSMUSG00000101033,Gm18776,2,654
ENSMUSG00000101372,Gm19028,2,1873
ENSMUSG00000103241,Gm38089,2,1514
ENSMUSG00000086240,Gm7846,5,274
ENSMUSG00000048411,Gm597,5,2887
ENSMUSG00000081557,Gm5697,3,2482
ENSMUSG00000058590,Gm6462,3,304
ENSMUSG00000101235,Gm18033,2,550
ENSMUSG00002075209,Gm55767,1,112
ENSMUSG00002076857,Gm55769,1,100
ENSMUSG00002074912,Gm55770,1,96
ENSMUSG00000099257,Mir6342,3,125
ENSMUSG00000099492,Gm5525,2,1312
ENSMUSG00000118548,Gm53035,2,1285
ENSMUSG00000101726,Gm7858,2,622
ENSMUSG00002075317,Gm55771,1,110
ENSMUSG00002075289,Gm55772,1,107
ENSMUSG00000053185,Gm9898,3,1161
ENSMUSG00000100261,Gm6473,2,1210
ENSMUSG00000101180,Gm2914,2,328
ENSMUSG00000048874,Phf3,16,14190
ENSMUSG00000103783,Gm37522,2,2884
ENSMUSG00000104315,Gm37906,2,3035
ENSMUSG00000026064,Ptp4a1_ENSMUSG00000026064,17,5541
ENSMUSG00000117310,Ptp4a1_ENSMUSG00000117310,3,4145
ENSMUSG00000117091,Gm5698,2,726
ENSMUSG00000086726,Gm9458,4,729
ENSMUSG00000086727,4931428L18Rik,10,4812
ENSMUSG00000100237,Gm28644,2,585
ENSMUSG00002076113,Gm55778,1,138
ENSMUSG00000100910,Gm29128,2,2858
ENSMUSG00000099796,Gm7893,2,225
ENSMUSG00000050217,Lgsn,14,1937
ENSMUSG00000026063,Dnaaf6,5,1451
ENSMUSG00000077664,Gm26145,3,127
ENSMUSG00000100205,Gm4850,2,559
ENSMUSG00000100592,Gm28645,2,564
ENSMUSG00000094215,Gm6489,4,762
ENSMUSG00000101093,Eef1a1-ps2,2,1337
ENSMUSG00000070960,Gm19680,5,1513
ENSMUSG00000088620,Gm23032,3,107
ENSMUSG00000082159,Gm7910,3,835
ENSMUSG00000026058,Khdrbs2,12,10291
ENSMUSG00000064688,Gm25814,3,107
ENSMUSG00000103482,Gm37999,2,1809
ENSMUSG00000104498,Gm37110,2,1628
ENSMUSG00000104313,Gm37911,2,1545
ENSMUSG00000102865,Gm9839,2,1437
ENSMUSG00000102321,Gm37792,2,3413
ENSMUSG00000091318,Semp2l1,3,3609
ENSMUSG00000089489,Gm24732,3,63
ENSMUSG00000104433,Gm37426,2,2470
ENSMUSG00002076392,Gm55794,1,292
ENSMUSG00000102926,Gm37151,2,5007
ENSMUSG00000100497,Gm28624,2,2131
ENSMUSG00000102917,Gm37724,2,1221
ENSMUSG00000100481,Gm7114,2,1789
ENSMUSG00000100590,Gm4785,2,751
ENSMUSG00000088750,Gm24901,3,110
ENSMUSG00000104230,Gm37591,2,650
ENSMUSG00000101754,Gm2987,3,1693
ENSMUSG00000065223,Gm25792,4,100
ENSMUSG00000100318,Gm18799,3,913
ENSMUSG00000101612,Gm7933,3,2255
ENSMUSG00000065260,Gm23453,3,106
ENSMUSG00000026134,Prim2,12,5938
ENSMUSG00000101682,Gm29228,2,418
ENSMUSG00000102714,Gm37618,2,3075
ENSMUSG00000102093,Gm17813,2,328
ENSMUSG00000103746,1700001G17Rik,3,1264
ENSMUSG00000102198,Gm38173,2,2314
ENSMUSG00000121274,Gm57180,1,517
ENSMUSG00000004768,Rab23,15,8285
ENSMUSG00000042215,Bag2,9,3059
ENSMUSG00000103072,Gm37905,2,341
ENSMUSG00000042197,Zfp451,14,15839
ENSMUSG00000081402,Gm15455,5,2557
ENSMUSG00000042182,Bend6,17,3421
ENSMUSG00000104416,Gm37067,2,1628
ENSMUSG00000026131,Dst,22,41601
ENSMUSG00000103596,Gm37354,2,2384
ENSMUSG00000099382,Gm28631,2,334
ENSMUSG00000084506,Gm23792,3,93
ENSMUSG00000103364,Gm38157,2,1698
ENSMUSG00000105982,Mir6896,3,73
ENSMUSG00000096992,Gm26788,4,4782
ENSMUSG00000103001,A930005N03Rik,2,1247
ENSMUSG00000104397,Gm37958,2,430
ENSMUSG00000102839,Gm37385,2,387
ENSMUSG00000101206,Gm5266,2,1162
ENSMUSG00000101462,Gm3052,3,2937
ENSMUSG00000102336,Gm37233,3,6339
ENSMUSG00000092852,Mir5103,3,79
ENSMUSG00000042111,Ccdc115,10,2543
ENSMUSG00000101711,Gm28306,2,529
ENSMUSG00000026127,Imp4,14,8553
ENSMUSG00000026126,Ptpn18,16,6492
ENSMUSG00000100280,Gm28417,4,2865
ENSMUSG00000101223,4930568A12Rik,8,2121
ENSMUSG00000026125,Prss39,10,1333
ENSMUSG00000101116,Gm28416,2,292
ENSMUSG00000026124,Cfc1,5,1040
ENSMUSG00000101803,Gm28419,2,475
ENSMUSG00000037529,Prss40,14,2105
ENSMUSG00000045815,1700101I19Rik,5,510
ENSMUSG00000045174,Amer3,11,4392
ENSMUSG00000100524,Gm28418,2,423
ENSMUSG00000102499,Gm36984,2,235
ENSMUSG00000103521,Gm29730,2,1396
ENSMUSG00000104098,AA619741,2,646
ENSMUSG00000037509,Arhgef4,22,9861
ENSMUSG00000102537,Gm37224,2,148
ENSMUSG00000102612,Gm37845,2,355
ENSMUSG00000118272,Gm55978,2,171
ENSMUSG00000104002,Gm38336,3,2549
ENSMUSG00000037503,Fam168b,13,5219
ENSMUSG00000104358,Gm37127,2,3036
ENSMUSG00000026123,Plekhb2,12,7987
ENSMUSG00000103716,Gm19430,2,2137
ENSMUSG00000103548,Gm37670,2,229
ENSMUSG00000103760,Gm8009,2,436
ENSMUSG00000103997,Gm38027,2,235
ENSMUSG00000077231,Gm25096,3,129
ENSMUSG00000104417,Gm37068,2,640
ENSMUSG00000064601,Gm25634,3,105
ENSMUSG00000101714,Gm28415,2,452
ENSMUSG00000102531,1110002O04Rik,2,566
ENSMUSG00000103096,Gm8022,2,904
ENSMUSG00000102279,Gm37146,2,463
ENSMUSG00000103708,Gm33222,3,762
ENSMUSG00000104201,4930535G08Rik,2,425
ENSMUSG00000102434,Gm38049,2,1372
ENSMUSG00000045216,Hs6st1,8,5542
ENSMUSG00000104523,Gm37335,2,447
ENSMUSG00000102202,Gm33280,3,5505
ENSMUSG00000037470,Uggt1,15,12853
ENSMUSG00000098752,Mir6897,3,62
ENSMUSG00000047180,Neurl3,9,3217
ENSMUSG00000037447,Arid5a,17,12540
ENSMUSG00000102762,4930403P22Rik,2,713
ENSMUSG00000010453,Kansl3,13,6742
ENSMUSG00000098680,Mir6898,3,77
ENSMUSG00000037432,Fer1l5,16,6356
ENSMUSG00000001143,Lman2l,14,7359
ENSMUSG00000037408,Cnnm4,11,4829
ENSMUSG00000104316,Gm37909,2,2159
ENSMUSG00002075980,Gm56056,1,141
ENSMUSG00000001138,Cnnm3,14,6420
ENSMUSG00000102845,Gm38033,2,269
ENSMUSG00000067653,Ankrd23,13,2697
ENSMUSG00000109510,Gm42417,2,2327
ENSMUSG00000079610,Ankrd39,10,4654
ENSMUSG00000026121,Sema4c,14,4593
ENSMUSG00000087589,D430040D24Rik,4,2830
ENSMUSG00000046337,Fam178b,18,3190
ENSMUSG00000089906,Gm6428,2,345
ENSMUSG00002075377,Gm56095,1,75
ENSMUSG00000061518,Cox5b,12,1587
ENSMUSG00000037351,Actr1b,10,4274
ENSMUSG00000102416,4933424G06Rik,5,1744
ENSMUSG00000104237,Gm33533,2,1633
ENSMUSG00000026117,Zap70,11,2992
ENSMUSG00000097291,Gm18828,2,1012
ENSMUSG00000026116,Tmem131,12,9413
ENSMUSG00000103016,Gm37506,2,143
ENSMUSG00000102930,Gm38115,2,2413
ENSMUSG00000103159,F830112A20Rik,2,3552
ENSMUSG00000080054,Rpl12-ps1,4,498
ENSMUSG00000119706,n-R5s210,1,119
ENSMUSG00000050122,Vwa3b,21,5769
ENSMUSG00000103603,Gm37020,2,992
ENSMUSG00000026114,Cnga3,15,3957
ENSMUSG00000102231,1700074A21Rik,2,346
ENSMUSG00000026113,Inpp4a,18,10387
ENSMUSG00000086064,4930439A04Rik,2,861
ENSMUSG00000102879,Gm37135,2,534
ENSMUSG00000026112,Coa5,8,5220
ENSMUSG00000026111,Unc50,16,1579
ENSMUSG00000026110,Mgat4a,16,12881
ENSMUSG00000103948,4930594C11Rik,2,2755
ENSMUSG00000087233,Gm43213,2,1790
ENSMUSG00000026090,Cracdl,17,5075
ENSMUSG00000089767,4930556I23Rik,2,560
ENSMUSG00000104365,4930470B04Rik,2,1926
ENSMUSG00000102650,Gm19863,2,2218
ENSMUSG00000060771,Tsga10,16,10662
ENSMUSG00000097268,Gm26805,2,3089
ENSMUSG00000037216,Lipt1,6,2051
ENSMUSG00000026088,Mitd1,16,2770
ENSMUSG00000026087,Mrpl30,12,3226
ENSMUSG00000061584,Lyg2,7,2564
ENSMUSG00000087374,Gm15457,2,3990
ENSMUSG00000026085,Lyg1,12,888
ENSMUSG00002076708,Gm56189,1,237
ENSMUSG00000058407,Txndc9,13,9102
ENSMUSG00000026083,Eif5b,13,9753
ENSMUSG00000026082,Rev1,12,6168
ENSMUSG00000103804,Gm37062,2,701
ENSMUSG00000102716,Gm5099,2,1848
ENSMUSG00000037138,Aff3,19,6654
ENSMUSG00000085391,Gm16150,2,912
ENSMUSG00000085280,Gm16151,2,639
ENSMUSG00000087131,Gm16152,8,1853
ENSMUSG00000102984,Gm34727,2,529
ENSMUSG00000102541,Gm38135,2,502
ENSMUSG00000103531,2610300A13Rik,2,503
ENSMUSG00000048814,Lonrf2,12,7506
ENSMUSG00000026080,Chst10,15,11964
ENSMUSG00000103647,Gm37707,2,325
ENSMUSG00000102447,Gm6621,2,772
ENSMUSG00000067604,Nms,9,1001
ENSMUSG00000026078,Pdcl3,11,4219
ENSMUSG00000103046,Gm37309,2,1639
ENSMUSG00000104188,Gm37821,2,1843
ENSMUSG00000103182,Gm37091,2,2087
ENSMUSG00000098833,Mir6349,3,97
ENSMUSG00000026077,Npas2,16,4791
ENSMUSG00000092553,Gm20428,2,283
ENSMUSG00000092563,Gm3617,2,555
ENSMUSG00000073702,Rpl31,12,1662
ENSMUSG00000003134,Tbc1d8,11,5239
ENSMUSG00000102607,Gm37265,2,885
ENSMUSG00000065629,Gm24826_ENSMUSG00000065629,4,215
ENSMUSG00002076218,Gm24826_ENSMUSG00002076218,1,216
ENSMUSG00000003135,Cnot11,16,3508
ENSMUSG00000085894,Gm15832,2,1832
ENSMUSG00000077704,Snord89,3,110
ENSMUSG00000048234,Rnf149,14,2838
ENSMUSG00000064936,Gm23722,3,130
ENSMUSG00000102471,Gm5100,2,589
ENSMUSG00000050967,Creg2,6,6091
ENSMUSG00000097083,D930019O06Rik,2,3663
ENSMUSG00000057173,Rfx8,9,2139
ENSMUSG00000091937,Gm3646,4,352
ENSMUSG00000101634,1700066B17Rik,7,1068
ENSMUSG00000026074,Map4k4,16,9579
